Latitude (decimal degrees):	51.495
Longitude (decimal degrees):	10.798
Elevation (m):	181
Radiation database:	PVGIS-SARAH2


Slope: 45 deg. 
Azimuth: 0 deg. 
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20200420:0110,0.0,0.0,0.0,0.0,5.07,3.72,0.0
20200420:0210,0.0,0.0,0.0,0.0,4.67,3.72,0.0
20200420:0310,0.0,0.0,0.0,0.0,4.28,3.79,0.0
20200420:0410,0.0,0.0,0.0,0.0,3.91,3.93,0.0
20200420:0510,0.75,25.15,3.28,8.23,3.83,4.07,0.0
20200420:0610,181.23,64.18,8.32,17.55,4.78,3.66,0.0
20200420:0710,403.79,92.94,13.36,26.74,6.09,4.76,0.0
20200420:0810,595.66,126.06,17.69,35.33,8.03,5.31,0.0
20200420:0910,788.16,127.02,21.38,42.69,9.52,6.14,0.0
20200420:1010,908.15,132.27,23.75,47.91,10.57,6.34,0.0
20200420:1110,937.04,143.95,24.52,50.02,11.42,6.41,0.0
20200420:1210,921.75,131.33,23.99,48.5,12.07,6.55,0.0
20200420:1310,856.8,100.61,22.2,43.72,12.54,6.69,0.0
20200420:1410,650.37,113.82,18.51,36.66,12.73,6.62,0.0
20200420:1510,432.91,100.76,14.06,28.22,12.66,6.48,0.0
20200420:1610,211.0,73.06,9.08,19.09,12.25,6.21,0.0
20200420:1710,20.61,38.46,3.92,9.77,11.54,5.38,0.0
20200420:1810,0.0,0.0,0.0,0.0,10.46,5.17,0.0
20200420:1910,0.0,0.0,0.0,0.0,9.78,5.1,0.0
20200420:2010,0.0,0.0,0.0,0.0,9.19,5.17,0.0
20200420:2110,0.0,0.0,0.0,0.0,8.65,4.97,0.0
20200420:2210,0.0,0.0,0.0,0.0,8.11,4.69,0.0
20200420:2310,0.0,0.0,0.0,0.0,7.53,4.62,0.0
20200421:0010,0.0,0.0,0.0,0.0,7.02,4.69,0.0
20200421:0110,0.0,0.0,0.0,0.0,6.56,4.83,0.0
20200421:0210,0.0,0.0,0.0,0.0,6.14,4.76,0.0
20200421:0310,0.0,0.0,0.0,0.0,5.7,4.69,0.0
20200421:0410,0.0,0.0,0.0,0.0,5.29,4.69,0.0
20200421:0510,1.46,29.12,3.37,8.53,5.19,4.83,0.0
20200421:0610,179.2,65.68,8.38,17.85,6.08,4.41,0.0
20200421:0710,393.84,98.59,13.36,27.04,7.17,5.52,0.0
20200421:0810,580.77,131.84,17.6,35.65,8.71,5.93,0.0
20200421:0910,753.31,145.76,21.18,43.02,10.28,6.28,0.0
20200421:1010,868.42,152.61,23.49,48.25,11.66,6.62,0.0
20200421:1110,895.72,164.2,24.22,50.36,12.75,6.9,0.0
20200421:1210,897.26,142.44,23.84,48.82,13.52,7.03,0.0
20200421:1310,803.65,130.47,21.85,44.01,14.06,7.03,0.0
20200421:1410,632.42,122.07,18.42,36.91,14.3,6.97,0.0
20200421:1510,405.74,114.48,13.85,28.46,14.31,6.83,0.0
20200421:1610,197.51,80.94,8.99,19.32,14.0,6.48,0.0
20200421:1710,19.25,40.98,3.92,10.0,13.32,5.72,0.0
20200421:1810,0.0,0.0,0.0,0.0,12.28,5.45,0.0
20200421:1910,0.0,0.0,0.0,0.0,11.69,5.24,0.0
20200421:2010,0.0,0.0,0.0,0.0,11.0,5.1,0.0
20200421:2110,0.0,0.0,0.0,0.0,10.35,4.9,0.0
20200421:2210,0.0,0.0,0.0,0.0,9.68,4.69,0.0
20200421:2310,0.0,0.0,0.0,0.0,9.0,4.41,0.0
20200422:0010,0.0,0.0,0.0,0.0,8.31,4.21,0.0
20200422:0110,0.0,0.0,0.0,0.0,7.69,4.07,0.0
20200422:0210,0.0,0.0,0.0,0.0,7.07,3.86,0.0
20200422:0310,0.0,0.0,0.0,0.0,6.49,3.72,0.0
20200422:0410,0.0,0.0,0.0,0.0,5.94,3.52,0.0
20200422:0510,2.36,27.79,3.57,8.83,5.8,3.52,0.0
20200422:0610,178.89,69.02,8.55,18.14,6.93,3.24,0.0
20200422:0710,391.61,102.29,13.5,27.34,8.66,4.28,0.0
20200422:0810,585.11,132.56,17.84,35.96,10.55,4.62,0.0
20200422:0910,772.49,136.27,21.5,43.34,12.27,5.1,0.0
20200422:1010,907.0,131.21,23.96,48.59,13.59,5.52,0.0
20200422:1110,917.87,153.36,24.57,50.7,14.61,5.93,0.0
20200422:1210,917.82,131.44,24.16,49.14,15.34,6.07,0.0
20200422:1310,823.81,118.42,22.14,44.3,15.8,6.07,0.0
20200422:1410,636.33,121.65,18.63,37.17,15.97,5.93,0.0
20200422:1510,424.01,105.91,14.21,28.69,15.89,5.72,0.0
20200422:1610,207.22,75.87,9.26,19.55,15.5,5.38,0.0
20200422:1710,20.41,39.55,4.1,10.23,14.71,4.41,0.0
20200422:1810,0.0,0.0,0.0,0.0,13.4,4.0,0.0
20200422:1910,0.0,0.0,0.0,0.0,12.43,3.59,0.0
20200422:2010,0.0,0.0,0.0,0.0,11.46,3.59,0.0
20200422:2110,0.0,0.0,0.0,0.0,10.71,3.52,0.0
20200422:2210,0.0,0.0,0.0,0.0,9.94,3.24,0.0
20200422:2310,0.0,0.0,0.0,0.0,9.08,2.97,0.0
20200423:0010,0.0,0.0,0.0,0.0,8.26,2.76,0.0
20200423:0110,0.0,0.0,0.0,0.0,7.48,2.62,0.0
20200423:0210,0.0,0.0,0.0,0.0,6.64,2.48,0.0
20200423:0310,0.0,0.0,0.0,0.0,5.72,2.34,0.0
20200423:0410,0.0,0.0,0.0,0.0,4.76,2.21,0.0
20200423:0510,2.72,33.99,3.54,9.12,4.46,1.93,0.0
20200423:0610,174.54,73.25,8.61,18.43,7.47,1.59,0.0
20200423:0710,385.2,106.88,13.56,27.63,9.96,1.93,0.0
20200423:0810,575.29,138.44,17.87,36.26,11.94,2.48,0.0
20200423:0910,744.42,152.58,21.38,43.66,13.69,3.03,0.0
20200423:1010,857.65,159.59,23.67,48.93,14.97,3.66,0.0
20200423:1110,900.19,163.2,24.54,51.04,15.9,3.66,0.0
20200423:1210,883.54,151.91,24.02,49.45,16.65,3.38,0.0
20200423:1310,779.05,145.4,21.91,44.58,17.18,2.97,0.0
20200423:1410,612.86,134.15,18.51,37.43,17.46,2.69,0.0
20200423:1510,400.72,118.52,14.06,28.93,17.5,2.48,0.0
20200423:1610,195.9,82.79,9.2,19.77,17.23,2.21,0.0
20200423:1710,20.1,40.92,4.19,10.45,16.5,1.45,0.0
20200423:1810,0.0,0.0,0.0,0.0,14.87,1.45,0.0
20200423:1910,0.0,0.0,0.0,0.0,12.4,1.79,0.0
20200423:2010,0.0,0.0,0.0,0.0,11.64,1.52,0.0
20200423:2110,0.0,0.0,0.0,0.0,13.35,0.97,0.0
20200423:2210,0.0,0.0,0.0,0.0,12.74,0.69,0.0
20200423:2310,0.0,0.0,0.0,0.0,12.2,0.48,0.0
20200424:0010,0.0,0.0,0.0,0.0,11.79,0.41,0.0
20200424:0110,0.0,0.0,0.0,0.0,11.16,0.9,0.0
20200424:0210,0.0,0.0,0.0,0.0,9.44,1.31,0.0
20200424:0310,0.0,0.0,0.0,0.0,7.45,1.52,0.0
20200424:0410,0.0,0.0,0.0,0.0,6.38,1.66,0.0
20200424:0510,0.0,37.52,1.29,9.4,6.66,1.66,0.0
20200424:0610,16.95,119.7,4.69,18.71,9.02,1.52,0.0
20200424:0710,58.05,198.3,8.14,27.92,12.35,1.79,0.0
20200424:0810,39.82,243.37,9.14,36.56,14.33,2.62,0.0
20200424:0910,275.85,320.48,16.02,43.98,15.8,2.97,0.0
20200424:1010,599.4,275.91,21.12,49.26,17.34,3.31,0.0
20200424:1110,511.33,327.11,20.62,51.37,18.38,3.86,0.0
20200424:1210,868.63,143.65,23.61,49.76,19.02,4.62,0.0
20200424:1310,565.37,242.42,19.74,44.86,19.05,4.9,0.0
20200424:1410,452.65,206.03,16.78,37.68,18.67,4.9,0.0
20200424:1510,341.27,142.58,13.3,29.16,18.27,4.83,0.0
20200424:1610,151.5,104.53,8.49,20.0,17.6,4.48,0.0
20200424:1710,9.21,59.05,3.37,10.68,16.55,3.72,0.0
20200424:1810,0.0,0.0,0.0,0.0,14.9,3.17,0.0
20200424:1910,0.0,0.0,0.0,0.0,13.3,3.1,0.0
20200424:2010,0.0,0.0,0.0,0.0,11.9,3.17,0.0
20200424:2110,0.0,0.0,0.0,0.0,10.63,3.17,0.0
20200424:2210,0.0,0.0,0.0,0.0,9.43,3.17,0.0
20200424:2310,0.0,0.0,0.0,0.0,8.31,3.38,0.0
20200425:0010,0.0,0.0,0.0,0.0,7.38,3.59,0.0
20200425:0110,0.0,0.0,0.0,0.0,6.5,3.93,0.0
20200425:0210,0.0,0.0,0.0,0.0,5.66,4.07,0.0
20200425:0310,0.0,0.0,0.0,0.0,5.12,4.07,0.0
20200425:0410,0.0,0.0,0.0,0.0,5.02,4.21,0.0
20200425:0510,2.12,51.9,3.16,9.69,5.24,4.21,0.0
20200425:0610,61.52,129.42,6.56,19.0,6.0,4.21,0.0
20200425:0710,29.32,189.85,7.21,28.21,7.38,4.14,0.0
20200425:0810,422.35,212.88,16.46,36.86,8.44,3.86,0.0
20200425:0910,313.46,322.69,16.87,44.29,9.63,3.59,0.0
20200425:1010,579.92,292.3,21.23,49.59,10.72,3.38,0.0
20200425:1110,559.29,321.1,21.5,51.7,11.87,3.1,0.0
20200425:1210,62.88,331.95,12.48,50.07,12.71,2.97,0.0
20200425:1310,102.09,324.63,12.95,45.14,13.2,2.83,0.0
20200425:1410,123.26,284.45,12.13,37.93,13.47,2.69,0.0
20200425:1510,49.1,208.33,8.26,29.39,13.31,2.55,0.0
20200425:1610,109.91,127.84,7.94,20.22,13.18,2.48,0.0
20200425:1710,7.64,63.82,3.34,10.9,12.69,1.79,0.0
20200425:1810,0.0,0.0,0.0,0.0,11.81,1.24,0.0
20200425:1910,0.0,0.0,0.0,0.0,9.9,0.9,0.0
20200425:2010,0.0,0.0,0.0,0.0,10.09,0.55,0.0
20200425:2110,0.0,0.0,0.0,0.0,9.65,0.21,0.0
20200425:2210,0.0,0.0,0.0,0.0,8.96,0.83,0.0
20200425:2310,0.0,0.0,0.0,0.0,6.95,1.24,0.0
20200426:0010,0.0,0.0,0.0,0.0,6.16,1.31,0.0
20200426:0110,0.0,0.0,0.0,0.0,5.8,1.24,0.0
20200426:0210,0.0,0.0,0.0,0.0,5.3,1.24,0.0
20200426:0310,0.0,0.0,0.0,0.0,4.51,1.38,0.0
20200426:0410,0.0,0.0,0.0,0.0,4.06,1.31,0.0
20200426:0510,4.88,35.61,3.95,9.97,4.68,1.03,0.0
20200426:0610,178.78,72.26,8.96,19.27,7.3,0.48,0.0
20200426:0710,342.88,129.81,13.36,28.49,9.8,0.48,0.0
20200426:0810,569.94,137.67,18.04,37.15,11.57,0.83,0.0
20200426:0910,395.72,303.7,18.04,44.6,12.89,1.52,0.0
20200426:1010,519.46,313.73,20.65,49.91,13.78,1.66,0.0
20200426:1110,580.36,311.65,21.76,52.02,14.38,1.66,0.0
20200426:1210,710.58,238.76,22.7,50.37,14.92,1.59,0.0
20200426:1310,633.46,217.94,20.8,45.41,15.73,1.66,0.0
20200426:1410,570.22,153.41,18.34,38.17,16.18,1.66,0.0
20200426:1510,387.4,122.71,14.15,29.62,16.5,1.45,0.0
20200426:1610,192.98,84.18,9.43,20.44,16.51,1.24,0.0
20200426:1710,20.85,40.75,4.51,11.13,16.16,0.69,0.0
20200426:1810,0.0,0.0,0.0,0.0,15.05,0.76,0.0
20200426:1910,0.0,0.0,0.0,0.0,13.1,1.17,0.0
20200426:2010,0.0,0.0,0.0,0.0,11.9,1.17,0.0
20200426:2110,0.0,0.0,0.0,0.0,10.41,1.24,0.0
20200426:2210,0.0,0.0,0.0,0.0,8.77,1.31,0.0
20200426:2310,0.0,0.0,0.0,0.0,8.94,1.1,0.0
20200427:0010,0.0,0.0,0.0,0.0,8.87,0.9,0.0
20200427:0110,0.0,0.0,0.0,0.0,8.39,0.83,0.0
20200427:0210,0.0,0.0,0.0,0.0,8.02,0.83,0.0
20200427:0310,0.0,0.0,0.0,0.0,7.73,0.76,0.0
20200427:0410,0.0,0.0,0.0,0.0,7.59,0.48,0.0
20200427:0510,5.36,37.35,4.01,10.24,7.72,0.34,0.0
20200427:0610,177.84,72.86,9.02,19.54,8.75,0.28,0.0
20200427:0710,373.27,111.84,13.77,28.77,12.04,0.55,0.0
20200427:0810,523.86,161.79,17.66,37.44,14.51,1.17,0.0
20200427:0910,561.86,239.3,19.92,44.91,16.3,2.0,0.0
20200427:1010,734.19,218.89,22.85,50.23,17.71,2.55,0.0
20200427:1110,677.65,268.32,22.76,52.34,18.68,3.03,0.0
20200427:1210,847.53,160.59,23.9,50.67,19.37,3.66,0.0
20200427:1310,705.29,176.59,21.47,45.68,19.65,3.59,0.0
20200427:1410,425.17,222.26,16.87,38.42,19.89,3.52,0.0
20200427:1510,170.07,210.86,11.25,29.85,19.49,3.24,0.0
20200427:1610,59.45,142.71,6.85,20.66,19.02,2.69,0.0
20200427:1710,16.95,49.82,4.33,11.35,18.07,2.0,0.0
20200427:1810,0.0,5.43,0.21,2.29,16.52,1.79,0.0
20200427:1910,0.0,0.0,0.0,0.0,14.27,1.93,0.0
20200427:2010,0.0,0.0,0.0,0.0,12.36,2.0,0.0
20200427:2110,0.0,0.0,0.0,0.0,11.0,2.0,0.0
20200427:2210,0.0,0.0,0.0,0.0,9.97,1.86,0.0
20200427:2310,0.0,0.0,0.0,0.0,9.16,1.79,0.0
20200428:0010,0.0,0.0,0.0,0.0,8.42,1.72,0.0
20200428:0110,0.0,0.0,0.0,0.0,7.89,1.66,0.0
20200428:0210,0.0,0.0,0.0,0.0,8.12,1.45,0.0
20200428:0310,0.0,0.0,0.0,0.0,8.76,1.31,0.0
20200428:0410,0.0,0.0,0.0,0.0,8.84,1.17,0.0
20200428:0510,5.22,42.33,3.92,10.51,9.26,0.9,0.0
20200428:0610,145.12,93.12,8.52,19.81,10.9,0.21,0.0
20200428:0710,209.8,185.8,11.63,29.04,14.68,0.76,0.0
20200428:0810,390.48,218.85,16.14,37.72,16.97,1.79,0.0
20200428:0910,26.5,271.02,9.81,45.21,18.14,2.97,0.0
20200428:1010,21.01,286.38,10.22,50.55,18.75,3.45,0.0
20200428:1110,0.0,218.3,7.5,52.66,18.3,3.79,0.0
20200428:1210,24.76,293.86,10.54,50.97,17.71,3.31,0.0
20200428:1310,0.0,98.07,3.37,45.95,17.61,2.9,0.0
20200428:1410,0.0,118.53,4.07,38.66,17.52,2.9,0.0
20200428:1510,4.17,156.49,5.48,30.07,15.61,2.21,0.0
20200428:1610,12.24,127.05,4.77,20.88,14.97,1.38,0.0
20200428:1710,0.0,32.4,1.11,11.57,13.94,1.45,0.0
20200428:1810,0.0,2.33,0.09,2.52,13.08,1.59,0.0
20200428:1910,0.0,0.0,0.0,0.0,12.94,2.69,0.0
20200428:2010,0.0,0.0,0.0,0.0,12.62,3.17,0.0
20200428:2110,0.0,0.0,0.0,0.0,12.21,3.59,0.0
20200428:2210,0.0,0.0,0.0,0.0,11.92,3.66,0.0
20200428:2310,0.0,0.0,0.0,0.0,11.75,3.66,0.0
20200429:0010,0.0,0.0,0.0,0.0,11.39,3.66,0.0
20200429:0110,0.0,0.0,0.0,0.0,10.98,3.38,0.0
20200429:0210,0.0,0.0,0.0,0.0,10.44,2.9,0.0
20200429:0310,0.0,0.0,0.0,0.0,9.85,2.69,0.0
20200429:0410,0.0,0.0,0.0,0.0,9.75,2.76,0.0
20200429:0510,0.0,27.29,0.94,10.77,10.18,2.97,0.0
20200429:0610,0.0,59.69,2.05,20.07,11.11,3.45,0.0
20200429:0710,4.06,151.35,5.3,29.31,12.07,4.34,0.0
20200429:0810,157.74,278.79,12.8,38.0,13.21,4.14,0.0
20200429:0910,0.0,133.03,4.57,45.5,14.11,3.79,0.0
20200429:1010,0.0,134.73,4.63,50.86,14.94,3.72,0.0
20200429:1110,186.05,378.4,16.23,52.97,15.97,3.86,0.0
20200429:1210,0.0,99.77,3.43,51.27,16.5,4.07,0.0
20200429:1310,586.91,231.93,20.41,46.21,16.69,4.21,0.0
20200429:1410,0.0,163.73,5.62,38.9,16.12,4.76,0.0
20200429:1510,0.0,61.4,2.11,30.3,15.95,4.62,0.0
20200429:1610,154.99,105.25,9.02,21.1,15.46,4.14,0.0
20200429:1710,22.25,38.26,4.83,11.79,15.19,3.45,0.0
20200429:1810,0.0,3.88,0.15,2.75,14.11,2.55,0.0
20200429:1910,0.0,0.0,0.0,0.0,12.8,2.48,0.0
20200429:2010,0.0,0.0,0.0,0.0,12.11,1.86,0.0
20200429:2110,0.0,0.0,0.0,0.0,10.9,1.93,0.0
20200429:2210,0.0,0.0,0.0,0.0,9.6,1.86,0.0
20200429:2310,0.0,0.0,0.0,0.0,8.55,1.79,0.0
20200430:0010,0.0,0.0,0.0,0.0,7.86,2.07,0.0
20200430:0110,0.0,0.0,0.0,0.0,8.0,2.34,0.0
20200430:0210,0.0,0.0,0.0,0.0,8.39,2.48,0.0
20200430:0310,0.0,0.0,0.0,0.0,9.04,2.76,0.0
20200430:0410,0.0,0.0,0.0,0.0,9.6,3.1,0.0
20200430:0510,0.0,13.64,0.47,11.03,10.21,3.52,0.0
20200430:0610,1.52,100.69,3.51,20.33,10.94,3.79,0.0
20200430:0710,54.47,206.64,8.44,29.57,11.6,4.07,0.0
20200430:0810,36.1,248.43,9.28,38.28,12.44,4.9,0.0
20200430:0910,191.85,332.51,15.03,45.79,13.67,6.34,0.0
20200430:1010,46.51,319.05,11.8,51.16,14.5,6.28,0.0
20200430:1110,130.84,369.15,14.97,53.28,14.59,6.55,0.0
20200430:1210,69.88,337.96,12.86,51.56,14.82,5.86,0.0
20200430:1310,74.17,314.49,12.18,46.48,15.02,5.17,0.0
20200430:1410,237.58,277.28,14.47,39.13,15.36,5.17,0.0
20200430:1510,42.03,207.65,8.14,30.52,15.38,4.34,0.0
20200430:1610,0.0,86.13,2.96,21.31,14.92,4.14,0.0
20200430:1710,0.0,47.75,1.64,12.0,13.6,2.97,0.0
20200430:1810,0.0,1.55,0.06,2.97,12.75,2.55,0.0
20200430:1910,0.0,0.0,0.0,0.0,10.97,3.52,0.0
20200430:2010,0.0,0.0,0.0,0.0,10.29,4.07,0.0
20200430:2110,0.0,0.0,0.0,0.0,9.92,4.0,0.0
20200430:2210,0.0,0.0,0.0,0.0,9.35,3.93,0.0
20200430:2310,0.0,0.0,0.0,0.0,8.87,3.93,0.0
20200501:0010,0.0,0.0,0.0,0.0,8.54,4.0,0.0
20200501:0110,0.0,0.0,0.0,0.0,8.41,4.07,0.0
20200501:0210,0.0,0.0,0.0,0.0,8.34,4.07,0.0
20200501:0310,0.0,0.0,0.0,0.0,8.25,3.86,0.0
20200501:0410,0.0,4.65,0.18,2.32,8.1,3.45,0.0
20200501:0510,8.94,34.25,4.66,11.29,8.21,3.31,0.0
20200501:0610,79.29,133.32,7.53,20.59,9.0,3.59,0.0
20200501:0710,0.0,81.01,2.78,29.83,9.74,5.59,0.0
20200501:0810,174.95,283.51,13.39,38.54,10.72,4.9,0.0
20200501:0910,528.72,254.86,19.95,46.08,11.9,4.62,0.0
20200501:1010,6.09,254.94,8.87,51.47,12.46,4.62,0.0
20200501:1110,0.0,204.66,7.03,53.59,12.57,4.48,0.0
20200501:1210,35.38,313.64,11.42,51.84,13.3,4.28,0.0
20200501:1310,505.72,272.07,19.86,46.73,13.76,4.07,0.0
20200501:1410,0.0,119.38,4.1,39.37,13.76,4.0,0.0
20200501:1510,0.0,92.1,3.16,30.74,12.36,4.9,0.0
20200501:1610,11.06,132.01,4.92,21.52,12.24,4.34,0.0
20200501:1710,4.77,72.62,3.31,12.22,12.03,3.52,0.0
20200501:1810,0.0,11.64,0.44,3.2,11.68,3.1,0.0
20200501:1910,0.0,0.0,0.0,0.0,10.02,2.9,0.0
20200501:2010,0.0,0.0,0.0,0.0,9.39,2.55,0.0
20200501:2110,0.0,0.0,0.0,0.0,8.68,2.55,0.0
20200501:2210,0.0,0.0,0.0,0.0,8.15,2.48,0.0
20200501:2310,0.0,0.0,0.0,0.0,7.73,2.48,0.0
20200502:0010,0.0,0.0,0.0,0.0,7.29,2.55,0.0
20200502:0110,0.0,0.0,0.0,0.0,7.21,2.76,0.0
20200502:0210,0.0,0.0,0.0,0.0,7.12,2.97,0.0
20200502:0310,0.0,0.0,0.0,0.0,6.92,3.1,0.0
20200502:0410,0.0,1.55,0.06,2.58,7.13,3.31,0.0
20200502:0510,0.0,28.14,0.97,11.54,7.44,3.45,0.0
20200502:0610,0.0,35.82,1.23,20.84,7.85,3.31,0.0
20200502:0710,9.95,173.34,6.21,30.08,8.33,3.59,0.0
20200502:0810,92.55,278.96,11.51,38.81,9.13,4.14,0.0
20200502:0910,132.1,334.02,13.97,46.36,9.09,5.03,0.0
20200502:1010,0.0,62.25,2.14,51.76,10.05,4.9,0.0
20200502:1110,0.0,166.28,5.71,53.89,10.35,5.03,0.0
20200502:1210,60.71,337.94,12.71,52.13,11.13,4.28,0.0
20200502:1310,255.69,338.87,16.55,46.99,10.52,4.9,0.0
20200502:1410,38.19,259.02,9.69,39.6,10.76,4.76,0.0
20200502:1510,13.13,185.72,6.71,30.95,10.83,4.48,0.0
20200502:1610,63.35,148.02,7.32,21.73,11.06,4.48,0.0
20200502:1710,3.72,74.16,3.19,12.43,10.63,4.48,0.0
20200502:1810,0.0,5.43,0.21,3.42,9.78,4.14,0.0
20200502:1910,0.0,0.0,0.0,0.0,8.91,3.1,0.0
20200502:2010,0.0,0.0,0.0,0.0,8.48,2.9,0.0
20200502:2110,0.0,0.0,0.0,0.0,8.06,2.9,0.0
20200502:2210,0.0,0.0,0.0,0.0,7.88,2.97,0.0
20200502:2310,0.0,0.0,0.0,0.0,7.12,2.97,0.0
20200503:0010,0.0,0.0,0.0,0.0,6.57,2.83,0.0
20200503:0110,0.0,0.0,0.0,0.0,6.18,2.69,0.0
20200503:0210,0.0,0.0,0.0,0.0,5.79,2.55,0.0
20200503:0310,0.0,0.0,0.0,0.0,5.6,2.48,0.0
20200503:0410,0.0,1.55,0.06,2.83,5.33,2.41,0.0
20200503:0510,0.46,63.22,2.34,11.79,5.94,2.34,0.0
20200503:0610,0.0,72.48,2.49,21.08,7.53,3.59,0.0
20200503:0710,104.71,218.61,10.16,30.33,8.23,4.07,0.0
20200503:0810,141.92,286.33,12.83,39.07,9.55,3.31,0.0
20200503:0910,105.62,329.32,13.33,46.63,10.82,3.24,0.0
20200503:1010,4.83,253.05,8.79,52.05,11.87,3.17,0.0
20200503:1110,0.0,130.47,4.48,54.18,12.72,3.31,0.0
20200503:1210,0.0,185.05,6.36,52.41,13.41,3.59,0.0
20200503:1310,5.89,238.68,8.32,47.24,13.62,3.72,0.0
20200503:1410,30.15,253.42,9.34,39.83,13.92,3.86,0.0
20200503:1510,9.02,178.36,6.36,31.16,13.56,3.86,0.0
20200503:1610,0.0,67.37,2.31,21.94,13.14,3.59,0.0
20200503:1710,1.35,69.91,2.64,12.64,12.44,2.69,0.0
20200503:1810,0.0,3.1,0.12,3.64,11.3,2.21,0.0
20200503:1910,0.0,0.0,0.0,0.0,10.24,1.24,0.0
20200503:2010,0.0,0.0,0.0,0.0,8.73,1.03,0.0
20200503:2110,0.0,0.0,0.0,0.0,7.87,1.17,0.0
20200503:2210,0.0,0.0,0.0,0.0,6.9,1.24,0.0
20200503:2310,0.0,0.0,0.0,0.0,6.69,1.1,0.0
20200504:0010,0.0,0.0,0.0,0.0,6.52,1.03,0.0
20200504:0110,0.0,0.0,0.0,0.0,6.73,0.83,0.0
20200504:0210,0.0,0.0,0.0,0.0,6.9,0.55,0.0
20200504:0310,0.0,0.0,0.0,0.0,7.18,0.21,0.0
20200504:0410,0.0,1.55,0.06,3.08,7.38,0.48,0.0
20200504:0510,0.0,28.99,1.0,12.03,7.55,0.55,0.0
20200504:0610,0.0,36.67,1.26,21.32,8.23,0.28,0.0
20200504:0710,0.0,80.16,2.75,30.57,9.53,0.34,0.0
20200504:0810,0.0,105.74,3.63,39.32,11.0,0.55,0.0
20200504:0910,0.0,162.87,5.59,46.9,11.05,0.62,0.0
20200504:1010,0.0,75.04,2.58,52.34,11.43,1.1,0.0
20200504:1110,0.0,143.26,4.92,54.48,11.19,1.86,0.0
20200504:1210,0.0,101.48,3.49,52.68,10.68,2.76,0.0
20200504:1310,0.0,61.4,2.11,47.49,11.32,3.38,0.0
20200504:1410,0.0,86.13,2.96,40.05,10.85,3.45,0.0
20200504:1510,1.99,153.68,5.33,31.38,11.02,3.66,0.0
20200504:1610,88.18,141.71,8.08,22.15,11.36,3.66,0.0
20200504:1710,11.4,67.8,4.36,12.85,11.13,2.76,0.0
20200504:1810,0.0,12.41,0.47,3.85,10.5,2.0,0.0
20200504:1910,0.0,0.0,0.0,0.0,9.18,1.72,0.0
20200504:2010,0.0,0.0,0.0,0.0,7.1,1.72,0.0
20200504:2110,0.0,0.0,0.0,0.0,5.41,2.0,0.0
20200504:2210,0.0,0.0,0.0,0.0,4.51,2.28,0.0
20200504:2310,0.0,0.0,0.0,0.0,4.04,2.48,0.0
20200505:0010,0.0,0.0,0.0,0.0,3.65,2.41,0.0
20200505:0110,0.0,0.0,0.0,0.0,3.26,2.28,0.0
20200505:0210,0.0,0.0,0.0,0.0,2.65,2.21,0.0
20200505:0310,0.0,0.0,0.0,0.0,2.01,1.93,0.0
20200505:0410,0.0,6.98,0.26,3.32,1.32,1.79,0.0
20200505:0510,12.33,33.57,5.3,12.26,2.18,1.52,0.0
20200505:0610,197.85,70.36,10.31,21.55,4.81,1.86,0.0
20200505:0710,407.5,101.0,15.17,30.81,6.52,2.69,0.0
20200505:0810,584.49,136.99,19.3,39.57,7.58,2.69,0.0
20200505:0910,695.0,180.9,22.23,47.17,8.68,3.1,0.0
20200505:1010,538.06,315.34,21.79,52.62,9.69,3.24,0.0
20200505:1110,0.0,95.51,3.28,54.76,10.73,3.52,0.0
20200505:1210,755.58,218.67,24.11,52.95,11.15,3.79,0.0
20200505:1310,306.7,340.3,17.78,47.74,11.28,3.93,0.0
20200505:1410,151.24,298.16,13.44,40.28,11.39,4.0,0.0
20200505:1510,237.28,201.62,13.15,31.59,11.39,4.0,0.0
20200505:1610,189.9,91.46,10.34,22.35,10.97,3.86,0.0
20200505:1710,20.27,50.6,5.33,13.05,10.63,3.31,0.0
20200505:1810,0.0,15.52,0.59,4.07,9.56,2.34,0.0
20200505:1910,0.0,0.0,0.0,0.0,7.89,2.28,0.0
20200505:2010,0.0,0.0,0.0,0.0,6.47,2.0,0.0
20200505:2110,0.0,0.0,0.0,0.0,4.84,1.79,0.0
20200505:2210,0.0,0.0,0.0,0.0,4.2,1.59,0.0
20200505:2310,0.0,0.0,0.0,0.0,3.42,1.59,0.0
20200506:0010,0.0,0.0,0.0,0.0,2.33,1.72,0.0
20200506:0110,0.0,0.0,0.0,0.0,1.29,1.79,0.0
20200506:0210,0.0,0.0,0.0,0.0,0.57,1.79,0.0
20200506:0310,0.0,0.0,0.0,0.0,0.08,1.86,0.0
20200506:0410,0.0,10.86,0.41,3.56,-0.23,1.86,0.0
20200506:0510,12.53,35.25,5.33,12.49,1.29,1.52,0.0
20200506:0610,194.09,71.93,10.28,21.78,5.63,1.31,0.0
20200506:0710,400.05,102.53,15.08,31.04,7.89,1.79,0.0
20200506:0810,585.73,131.16,19.27,39.81,9.37,2.14,0.0
20200506:0910,764.6,132.91,22.79,47.43,10.66,2.21,0.0
20200506:1010,876.14,137.27,25.01,52.9,11.93,2.55,0.0
20200506:1110,866.14,169.66,25.39,55.05,12.78,2.34,0.0
20200506:1210,772.49,202.98,24.19,53.22,13.54,2.21,0.0
